Prior disorder,Later disorder,Model,Time,HR,Lower,Upper
Anorexia nervosa,IED,B,6,,,
Anorexia nervosa,ADHD,B,1,,,
Anorexia nervosa,ADHD,B,2,,,
Anorexia nervosa,ADHD,B,3,,,
Anorexia nervosa,ADHD,B,4,,,
Anorexia nervosa,ADHD,B,5,,,
Anorexia nervosa,ADHD,B,6,,,
Anorexia nervosa,Conduct disorder,B,1,,,
Anorexia nervosa,Conduct disorder,B,2,,,
Anorexia nervosa,Conduct disorder,B,3,,,
Anorexia nervosa,Conduct disorder,B,4,,,
Anorexia nervosa,Conduct disorder,B,5,,,
Anorexia nervosa,Conduct disorder,B,6,,,
Anorexia nervosa,ODD,B,1,,,
Anorexia nervosa,ODD,B,2,,,
Anorexia nervosa,ODD,B,3,,,
Anorexia nervosa,ODD,B,4,,,
Anorexia nervosa,ODD,B,5,,,
Anorexia nervosa,ODD,B,6,,,
Anorexia nervosa,Nicotine dependence,B,1,,,
Anorexia nervosa,Nicotine dependence,B,2,,,
Anorexia nervosa,Nicotine dependence,B,3,,,
Anorexia nervosa,Nicotine dependence,B,4,,,
Anorexia nervosa,Nicotine dependence,B,5,,,
Anorexia nervosa,Nicotine dependence,B,6,,,
Anorexia nervosa,Alcohol abuse,B,1,,,
Anorexia nervosa,Alcohol abuse,B,2,,,
Anorexia nervosa,Alcohol abuse,B,3,,,
Anorexia nervosa,Alcohol abuse,B,4,,,
Anorexia nervosa,Alcohol abuse,B,5,,,
Anorexia nervosa,Alcohol abuse,B,6,,,
Anorexia nervosa,Alcohol dependence,B,1,,,
Anorexia nervosa,Alcohol dependence,B,2,,,
Anorexia nervosa,Alcohol dependence,B,3,,,
Anorexia nervosa,Alcohol dependence,B,4,,,
Anorexia nervosa,Alcohol dependence,B,5,,,
Anorexia nervosa,Alcohol dependence,B,6,,,
Anorexia nervosa,Drug abuse,B,1,,,
Anorexia nervosa,Drug abuse,B,2,,,
Anorexia nervosa,Drug abuse,B,3,,,
Anorexia nervosa,Drug abuse,B,4,,,
Anorexia nervosa,Drug abuse,B,5,,,
Anorexia nervosa,Drug abuse,B,6,,,
Anorexia nervosa,Drug dependence,B,1,,,
Anorexia nervosa,Drug dependence,B,2,,,
Anorexia nervosa,Drug dependence,B,3,,,
Anorexia nervosa,Drug dependence,B,4,,,
Anorexia nervosa,Drug dependence,B,5,,,
Anorexia nervosa,Drug dependence,B,6,,,
Bulimia nervosa,MDE,A,1,,,
Bulimia nervosa,MDE,A,2,,,
Bulimia nervosa,MDE,A,3,,,
Bulimia nervosa,MDE,A,4,6.8,5.3,8.8
Bulimia nervosa,MDE,A,5,,,
Bulimia nervosa,MDE,A,6,,,
Bulimia nervosa,Bipolar disorder,A,1,,,
Bulimia nervosa,Bipolar disorder,A,2,,,
Bulimia nervosa,Bipolar disorder,A,3,,,
Bulimia nervosa,Bipolar disorder,A,4,,,
Bulimia nervosa,Bipolar disorder,A,5,,,
Bulimia nervosa,Bipolar disorder,A,6,,,
Bulimia nervosa,Dysthymia,A,1,,,
Bulimia nervosa,Dysthymia,A,2,,,
Bulimia nervosa,Dysthymia,A,3,,,
Bulimia nervosa,Dysthymia,A,4,,,
Bulimia nervosa,Dysthymia,A,5,,,
Bulimia nervosa,Dysthymia,A,6,,,
Bulimia nervosa,Panic disorder,A,1,,,
Bulimia nervosa,Panic disorder,A,2,,,
Bulimia nervosa,Panic disorder,A,3,,,
Bulimia nervosa,Panic disorder,A,4,,,
Bulimia nervosa,Panic disorder,A,5,,,
Bulimia nervosa,Panic disorder,A,6,,,
Bulimia nervosa,GAD,A,1,,,
Bulimia nervosa,GAD,A,2,,,
Bulimia nervosa,GAD,A,3,,,
Bulimia nervosa,GAD,A,4,,,
Bulimia nervosa,GAD,A,5,,,
Bulimia nervosa,GAD,A,6,,,
Bulimia nervosa,Social phobia,A,1,,,
Bulimia nervosa,Social phobia,A,2,,,
Bulimia nervosa,Social phobia,A,3,,,
Bulimia nervosa,Social phobia,A,4,,,
Bulimia nervosa,Social phobia,A,5,,,
Bulimia nervosa,Social phobia,A,6,,,
Bulimia nervosa,Specific phobia,A,1,,,
Bulimia nervosa,Specific phobia,A,2,,,
Bulimia nervosa,Specific phobia,A,3,,,
Bulimia nervosa,Specific phobia,A,4,,,
Bulimia nervosa,Specific phobia,A,5,,,
Bulimia nervosa,Specific phobia,A,6,,,
Bulimia nervosa,Agoraphobia,A,1,,,
Bulimia nervosa,Agoraphobia,A,2,,,
Bulimia nervosa,Agoraphobia,A,3,,,
Bulimia nervosa,Agoraphobia,A,4,,,
Bulimia nervosa,Agoraphobia,A,5,,,
Bulimia nervosa,Agoraphobia,A,6,,,
Bulimia nervosa,PTSD,A,1,,,
Bulimia nervosa,PTSD,A,2,,,
Bulimia nervosa,PTSD,A,3,,,
Bulimia nervosa,PTSD,A,4,,,
Bulimia nervosa,PTSD,A,5,,,
Bulimia nervosa,PTSD,A,6,,,
Bulimia nervosa,OCD,A,1,,,
Bulimia nervosa,OCD,A,2,,,
Bulimia nervosa,OCD,A,3,,,
Bulimia nervosa,OCD,A,4,,,
Bulimia nervosa,OCD,A,5,,,
Bulimia nervosa,OCD,A,6,,,
Bulimia nervosa,Adult SAD,A,1,,,
Bulimia nervosa,Adult SAD,A,2,,,
Bulimia nervosa,Adult SAD,A,3,,,
Bulimia nervosa,Adult SAD,A,4,,,
Bulimia nervosa,Adult SAD,A,5,,,
Bulimia nervosa,Adult SAD,A,6,,,
Bulimia nervosa,Child SAD,A,1,,,
Bulimia nervosa,Child SAD,A,2,,,
Bulimia nervosa,Child SAD,A,3,,,
Bulimia nervosa,Child SAD,A,4,,,
Bulimia nervosa,Child SAD,A,5,,,
Bulimia nervosa,Child SAD,A,6,,,
Bulimia nervosa,Anorexia Nervosa,A,1,,,
Bulimia nervosa,Anorexia Nervosa,A,2,,,
Bulimia nervosa,Anorexia Nervosa,A,3,,,
Bulimia nervosa,Anorexia Nervosa,A,4,,,
Bulimia nervosa,Anorexia Nervosa,A,5,,,
Bulimia nervosa,Anorexia Nervosa,A,6,,,
Bulimia nervosa,Binge eating disorder,A,1,,,
Bulimia nervosa,Binge eating disorder,A,2,,,
Bulimia nervosa,Binge eating disorder,A,3,,,
Bulimia nervosa,Binge eating disorder,A,4,,,
Bulimia nervosa,Binge eating disorder,A,5,,,
Bulimia nervosa,Binge eating disorder,A,6,,,
Bulimia nervosa,IED,A,1,,,
Bulimia nervosa,IED,A,2,,,
Bulimia nervosa,IED,A,3,,,
Bulimia nervosa,IED,A,4,,,
Bulimia nervosa,IED,A,5,,,
Bulimia nervosa,IED,A,6,,,
Bulimia nervosa,ADHD,A,1,,,
Bulimia nervosa,ADHD,A,2,,,
Bulimia nervosa,ADHD,A,3,,,
Bulimia nervosa,ADHD,A,4,,,
Bulimia nervosa,ADHD,A,5,,,
Bulimia nervosa,ADHD,A,6,,,
Bulimia nervosa,Conduct disorder,A,1,,,
Bulimia nervosa,Conduct disorder,A,2,,,
Bulimia nervosa,Conduct disorder,A,3,,,
Bulimia nervosa,Conduct disorder,A,4,,,
Bulimia nervosa,Conduct disorder,A,5,,,
Bulimia nervosa,Conduct disorder,A,6,,,
Bulimia nervosa,ODD,A,1,,,
Bulimia nervosa,ODD,A,2,,,
Bulimia nervosa,ODD,A,3,,,
Bulimia nervosa,ODD,A,4,,,
Bulimia nervosa,ODD,A,5,,,
Bulimia nervosa,ODD,A,6,,,
Bulimia nervosa,Nicotine dependence,A,1,,,
Bulimia nervosa,Nicotine dependence,A,2,,,
Bulimia nervosa,Nicotine dependence,A,3,,,
Bulimia nervosa,Nicotine dependence,A,4,,,
Bulimia nervosa,Nicotine dependence,A,5,,,
Bulimia nervosa,Nicotine dependence,A,6,,,
Bulimia nervosa,Alcohol abuse,A,1,,,
Bulimia nervosa,Alcohol abuse,A,2,,,
Bulimia nervosa,Alcohol abuse,A,3,,,
Bulimia nervosa,Alcohol abuse,A,4,,,
Bulimia nervosa,Alcohol abuse,A,5,,,
Bulimia nervosa,Alcohol abuse,A,6,,,
Bulimia nervosa,Alcohol dependence,A,1,,,
Bulimia nervosa,Alcohol dependence,A,2,,,
Bulimia nervosa,Alcohol dependence,A,3,,,
Bulimia nervosa,Alcohol dependence,A,4,,,
Bulimia nervosa,Alcohol dependence,A,5,,,
Bulimia nervosa,Alcohol dependence,A,6,,,
Bulimia nervosa,Drug abuse,A,1,,,
Bulimia nervosa,Drug abuse,A,2,,,
Bulimia nervosa,Drug abuse,A,3,,,
Bulimia nervosa,Drug abuse,A,4,,,
Bulimia nervosa,Drug abuse,A,5,,,
Bulimia nervosa,Drug abuse,A,6,,,
Bulimia nervosa,Drug dependence,A,1,,,
Bulimia nervosa,Drug dependence,A,2,,,
Bulimia nervosa,Drug dependence,A,3,,,
Bulimia nervosa,Drug dependence,A,4,,,
Bulimia nervosa,Drug dependence,A,5,,,
Bulimia nervosa,Drug dependence,A,6,,,
Bulimia nervosa,MDE,B,1,,,
Bulimia nervosa,MDE,B,2,,,
Bulimia nervosa,MDE,B,3,,,
Bulimia nervosa,MDE,B,4,3.1,1.7,5.7
Bulimia nervosa,MDE,B,5,,,
Bulimia nervosa,MDE,B,6,,,
Bulimia nervosa,Bipolar disorder,B,1,,,
Bulimia nervosa,Bipolar disorder,B,2,,,
Bulimia nervosa,Bipolar disorder,B,3,,,
Bulimia nervosa,Bipolar disorder,B,4,,,
Bulimia nervosa,Bipolar disorder,B,5,,,
Bulimia nervosa,Bipolar disorder,B,6,,,
Bulimia nervosa,Dysthymia,B,1,,,
Bulimia nervosa,Dysthymia,B,2,,,
Bulimia nervosa,Dysthymia,B,3,,,
Bulimia nervosa,Dysthymia,B,4,,,
Bulimia nervosa,Dysthymia,B,5,,,
Bulimia nervosa,Dysthymia,B,6,,,
Bulimia nervosa,Panic disorder,B,1,,,
Bulimia nervosa,Panic disorder,B,2,,,
Bulimia nervosa,Panic disorder,B,3,,,
Bulimia nervosa,Panic disorder,B,4,,,
Bulimia nervosa,Panic disorder,B,5,,,
Bulimia nervosa,Panic disorder,B,6,,,
Bulimia nervosa,GAD,B,1,,,
Bulimia nervosa,GAD,B,2,,,
Bulimia nervosa,GAD,B,3,,,
Bulimia nervosa,GAD,B,4,,,
Bulimia nervosa,GAD,B,5,,,
Bulimia nervosa,GAD,B,6,,,
Bulimia nervosa,Social phobia,B,1,,,
Bulimia nervosa,Social phobia,B,2,,,
Bulimia nervosa,Social phobia,B,3,,,
Bulimia nervosa,Social phobia,B,4,,,
Bulimia nervosa,Social phobia,B,5,,,
Bulimia nervosa,Social phobia,B,6,,,
Bulimia nervosa,Specific phobia,B,1,,,
Bulimia nervosa,Specific phobia,B,2,,,
Bulimia nervosa,Specific phobia,B,3,,,
Bulimia nervosa,Specific phobia,B,4,,,
Bulimia nervosa,Specific phobia,B,5,,,
Bulimia nervosa,Specific phobia,B,6,,,
Bulimia nervosa,Agoraphobia,B,1,,,
Bulimia nervosa,Agoraphobia,B,2,,,
Bulimia nervosa,Agoraphobia,B,3,,,
Bulimia nervosa,Agoraphobia,B,4,,,
Bulimia nervosa,Agoraphobia,B,5,,,
Bulimia nervosa,Agoraphobia,B,6,,,
Bulimia nervosa,PTSD,B,1,,,
Bulimia nervosa,PTSD,B,2,,,
Bulimia nervosa,PTSD,B,3,,,
Bulimia nervosa,PTSD,B,4,,,
Bulimia nervosa,PTSD,B,5,,,
Bulimia nervosa,PTSD,B,6,,,
Bulimia nervosa,OCD,B,1,,,
Bulimia nervosa,OCD,B,2,,,
Bulimia nervosa,OCD,B,3,,,
Bulimia nervosa,OCD,B,4,,,
Bulimia nervosa,OCD,B,5,,,
Bulimia nervosa,OCD,B,6,,,
Bulimia nervosa,Adult SAD,B,1,,,
Bulimia nervosa,Adult SAD,B,2,,,
Bulimia nervosa,Adult SAD,B,3,,,
Bulimia nervosa,Adult SAD,B,4,,,
Bulimia nervosa,Adult SAD,B,5,,,
Bulimia nervosa,Adult SAD,B,6,,,
Bulimia nervosa,Child SAD,B,1,,,
Bulimia nervosa,Child SAD,B,2,,,
Bulimia nervosa,Child SAD,B,3,,,
Bulimia nervosa,Child SAD,B,4,,,
Bulimia nervosa,Child SAD,B,5,,,
Bulimia nervosa,Child SAD,B,6,,,
Bulimia nervosa,Anorexia Nervosa,B,1,,,
Bulimia nervosa,Anorexia Nervosa,B,2,,,
Bulimia nervosa,Anorexia Nervosa,B,3,,,
Bulimia nervosa,Anorexia Nervosa,B,4,,,
Bulimia nervosa,Anorexia Nervosa,B,5,,,
Bulimia nervosa,Anorexia Nervosa,B,6,,,
Bulimia nervosa,Binge eating disorder,B,1,,,
Bulimia nervosa,Binge eating disorder,B,2,,,
Bulimia nervosa,Binge eating disorder,B,3,,,
Bulimia nervosa,Binge eating disorder,B,4,,,
Bulimia nervosa,Binge eating disorder,B,5,,,
Bulimia nervosa,Binge eating disorder,B,6,,,
Bulimia nervosa,IED,B,1,,,
Bulimia nervosa,IED,B,2,,,
Bulimia nervosa,IED,B,3,,,
Bulimia nervosa,IED,B,4,,,
Bulimia nervosa,IED,B,5,,,
Bulimia nervosa,IED,B,6,,,
Bulimia nervosa,ADHD,B,1,,,
Bulimia nervosa,ADHD,B,2,,,
Bulimia nervosa,ADHD,B,3,,,
Bulimia nervosa,ADHD,B,4,,,
Bulimia nervosa,ADHD,B,5,,,
Bulimia nervosa,ADHD,B,6,,,
Bulimia nervosa,Conduct disorder,B,1,,,
Bulimia nervosa,Conduct disorder,B,2,,,
Bulimia nervosa,Conduct disorder,B,3,,,
Bulimia nervosa,Conduct disorder,B,4,,,
Bulimia nervosa,Conduct disorder,B,5,,,
Bulimia nervosa,Conduct disorder,B,6,,,
Bulimia nervosa,ODD,B,1,,,
Bulimia nervosa,ODD,B,2,,,
Bulimia nervosa,ODD,B,3,,,
Bulimia nervosa,ODD,B,4,,,
Bulimia nervosa,ODD,B,5,,,
Bulimia nervosa,ODD,B,6,,,
Bulimia nervosa,Nicotine dependence,B,1,,,
Bulimia nervosa,Nicotine dependence,B,2,,,
Bulimia nervosa,Nicotine dependence,B,3,,,
Bulimia nervosa,Nicotine dependence,B,4,,,
Bulimia nervosa,Nicotine dependence,B,5,,,
Bulimia nervosa,Nicotine dependence,B,6,,,
Bulimia nervosa,Alcohol abuse,B,1,,,
Bulimia nervosa,Alcohol abuse,B,2,,,
Bulimia nervosa,Alcohol abuse,B,3,,,
Bulimia nervosa,Alcohol abuse,B,4,,,
Bulimia nervosa,Alcohol abuse,B,5,,,
Bulimia nervosa,Alcohol abuse,B,6,,,
Bulimia nervosa,Alcohol dependence,B,1,,,
Bulimia nervosa,Alcohol dependence,B,2,,,
Bulimia nervosa,Alcohol dependence,B,3,,,
Bulimia nervosa,Alcohol dependence,B,4,,,
Bulimia nervosa,Alcohol dependence,B,5,,,
Bulimia nervosa,Alcohol dependence,B,6,,,
Bulimia nervosa,Drug abuse,B,1,,,
Bulimia nervosa,Drug abuse,B,2,,,
Bulimia nervosa,Drug abuse,B,3,,,
Bulimia nervosa,Drug abuse,B,4,,,
Bulimia nervosa,Drug abuse,B,5,,,
Bulimia nervosa,Drug abuse,B,6,,,
Bulimia nervosa,Drug dependence,B,1,,,
Bulimia nervosa,Drug dependence,B,2,,,
Bulimia nervosa,Drug dependence,B,3,,,
Bulimia nervosa,Drug dependence,B,4,,,
Bulimia nervosa,Drug dependence,B,5,,,
Bulimia nervosa,Drug dependence,B,6,,,
Binge eating disorder,MDE,A,1,75.4,67.1,84.8
Binge eating disorder,MDE,A,2,,,
Binge eating disorder,MDE,A,3,11.3,10.1,12.7
Binge eating disorder,MDE,A,4,5.9,5.2,6.8
Binge eating disorder,MDE,A,5,3.8,3.2,4.5
Binge eating disorder,MDE,A,6,3,2.1,4.2
Binge eating disorder,Bipolar disorder,A,1,,,
Binge eating disorder,Bipolar disorder,A,2,,,
Binge eating disorder,Bipolar disorder,A,3,,,
Binge eating disorder,Bipolar disorder,A,4,,,
Binge eating disorder,Bipolar disorder,A,5,,,
Binge eating disorder,Bipolar disorder,A,6,,,
Binge eating disorder,Dysthymia,A,1,,,
Binge eating disorder,Dysthymia,A,2,,,
Binge eating disorder,Dysthymia,A,3,,,
Binge eating disorder,Dysthymia,A,4,,,
Binge eating disorder,Dysthymia,A,5,,,
Binge eating disorder,Dysthymia,A,6,,,
Binge eating disorder,Panic disorder,A,1,,,
Binge eating disorder,Panic disorder,A,2,,,
Binge eating disorder,Panic disorder,A,3,,,
Binge eating disorder,Panic disorder,A,4,,,
Binge eating disorder,Panic disorder,A,5,,,
Binge eating disorder,Panic disorder,A,6,,,
Binge eating disorder,GAD,A,1,,,
Binge eating disorder,GAD,A,2,,,
Binge eating disorder,GAD,A,3,,,
Binge eating disorder,GAD,A,4,,,
Binge eating disorder,GAD,A,5,,,
Binge eating disorder,GAD,A,6,3.7,2.3,6
Binge eating disorder,Social phobia,A,1,,,
Binge eating disorder,Social phobia,A,2,,,
Binge eating disorder,Social phobia,A,3,,,
Binge eating disorder,Social phobia,A,4,,,
Binge eating disorder,Social phobia,A,5,,,
Binge eating disorder,Social phobia,A,6,,,
Binge eating disorder,Specific phobia,A,1,,,
Binge eating disorder,Specific phobia,A,2,,,
Binge eating disorder,Specific phobia,A,3,,,
Binge eating disorder,Specific phobia,A,4,,,
Binge eating disorder,Specific phobia,A,5,,,
Binge eating disorder,Specific phobia,A,6,,,
Binge eating disorder,Agoraphobia,A,1,,,
Binge eating disorder,Agoraphobia,A,2,,,
Binge eating disorder,Agoraphobia,A,3,,,
Binge eating disorder,Agoraphobia,A,4,,,
Binge eating disorder,Agoraphobia,A,5,,,
Binge eating disorder,Agoraphobia,A,6,,,
Binge eating disorder,PTSD,A,1,,,
Binge eating disorder,PTSD,A,2,,,
Binge eating disorder,PTSD,A,3,,,
Binge eating disorder,PTSD,A,4,,,
Binge eating disorder,PTSD,A,5,,,
Binge eating disorder,PTSD,A,6,,,
Binge eating disorder,OCD,A,1,,,
Binge eating disorder,OCD,A,2,,,
Binge eating disorder,OCD,A,3,,,
Binge eating disorder,OCD,A,4,,,
Binge eating disorder,OCD,A,5,,,
Binge eating disorder,OCD,A,6,,,
Binge eating disorder,Adult SAD,A,1,,,
Binge eating disorder,Adult SAD,A,2,,,
Binge eating disorder,Adult SAD,A,3,,,
Binge eating disorder,Adult SAD,A,4,,,
Binge eating disorder,Adult SAD,A,5,,,
Binge eating disorder,Adult SAD,A,6,,,
Binge eating disorder,Child SAD,A,1,,,
Binge eating disorder,Child SAD,A,2,,,
Binge eating disorder,Child SAD,A,3,,,
Binge eating disorder,Child SAD,A,4,,,
Binge eating disorder,Child SAD,A,5,,,
Binge eating disorder,Child SAD,A,6,,,
Binge eating disorder,Anorexia nervosa,A,1,,,
Binge eating disorder,Anorexia nervosa,A,2,,,
Binge eating disorder,Anorexia nervosa,A,3,,,
Binge eating disorder,Anorexia nervosa,A,4,,,
Binge eating disorder,Anorexia nervosa,A,5,,,
Binge eating disorder,Anorexia nervosa,A,6,,,
Binge eating disorder,Bulimia nervosa,A,1,,,
Binge eating disorder,Bulimia nervosa,A,2,,,
Binge eating disorder,Bulimia nervosa,A,3,,,
Binge eating disorder,Bulimia nervosa,A,4,,,
Binge eating disorder,Bulimia nervosa,A,5,,,
Binge eating disorder,Bulimia nervosa,A,6,,,
Binge eating disorder,IED,A,1,,,
Binge eating disorder,IED,A,2,,,
Binge eating disorder,IED,A,3,,,
Binge eating disorder,IED,A,4,,,
Binge eating disorder,IED,A,5,,,
Binge eating disorder,IED,A,6,,,
Binge eating disorder,ADHD,A,1,,,
Binge eating disorder,ADHD,A,2,,,
Binge eating disorder,ADHD,A,3,,,
Binge eating disorder,ADHD,A,4,,,
Binge eating disorder,ADHD,A,5,,,
Binge eating disorder,ADHD,A,6,,,
Binge eating disorder,Conduct disorder,A,1,,,
Binge eating disorder,Conduct disorder,A,2,,,
Binge eating disorder,Conduct disorder,A,3,,,
Binge eating disorder,Conduct disorder,A,4,,,
Binge eating disorder,Conduct disorder,A,5,,,
Binge eating disorder,Conduct disorder,A,6,,,
Binge eating disorder,ODD,A,1,,,
Binge eating disorder,ODD,A,2,,,
Binge eating disorder,ODD,A,3,,,
Binge eating disorder,ODD,A,4,,,
Binge eating disorder,ODD,A,5,,,
Binge eating disorder,ODD,A,6,,,
Binge eating disorder,Nicotine dependence,A,1,,,
Binge eating disorder,Nicotine dependence,A,2,,,
Binge eating disorder,Nicotine dependence,A,3,10.1,8.4,12.1
Binge eating disorder,Nicotine dependence,A,4,4.9,3.8,6.2
Binge eating disorder,Nicotine dependence,A,5,,,
Binge eating disorder,Nicotine dependence,A,6,,,
Binge eating disorder,Alcohol abuse,A,1,,,
Binge eating disorder,Alcohol abuse,A,2,,,
Binge eating disorder,Alcohol abuse,A,3,11.4,9.9,13
Binge eating disorder,Alcohol abuse,A,4,6.3,5.4,7.4
Binge eating disorder,Alcohol abuse,A,5,,,
Binge eating disorder,Alcohol abuse,A,6,,,
Binge eating disorder,Alcohol dependence,A,1,,,
Binge eating disorder,Alcohol dependence,A,2,,,
Binge eating disorder,Alcohol dependence,A,3,,,
Binge eating disorder,Alcohol dependence,A,4,,,
Binge eating disorder,Alcohol dependence,A,5,,,
Binge eating disorder,Alcohol dependence,A,6,,,
Binge eating disorder,Drug abuse,A,1,,,
Binge eating disorder,Drug abuse,A,2,,,
Binge eating disorder,Drug abuse,A,3,11.5,9.5,14
Binge eating disorder,Drug abuse,A,4,,,
Binge eating disorder,Drug abuse,A,5,,,
Binge eating disorder,Drug abuse,A,6,3.3,1.4,7.6
Binge eating disorder,Drug dependence,A,1,,,
Binge eating disorder,Drug dependence,A,2,,,
Binge eating disorder,Drug dependence,A,3,,,
Binge eating disorder,Drug dependence,A,4,,,
Binge eating disorder,Drug dependence,A,5,,,
Binge eating disorder,Drug dependence,A,6,,,
Binge eating disorder,MDE,B,1,28.8,21.2,39.3
Binge eating disorder,MDE,B,2,,,
Binge eating disorder,MDE,B,3,4.2,3.1,5.7
Binge eating disorder,MDE,B,4,2.2,1.6,3
Binge eating disorder,MDE,B,5,1.7,1.2,2.4
Binge eating disorder,MDE,B,6,1.4,0.8,2.5
Binge eating disorder,Bipolar disorder,B,1,,,
Binge eating disorder,Bipolar disorder,B,2,,,
Binge eating disorder,Bipolar disorder,B,3,,,
Binge eating disorder,Bipolar disorder,B,4,,,
Binge eating disorder,Bipolar disorder,B,5,,,
Binge eating disorder,Bipolar disorder,B,6,,,
Binge eating disorder,Dysthymia,B,1,,,
Binge eating disorder,Dysthymia,B,2,,,
Binge eating disorder,Dysthymia,B,3,,,
Binge eating disorder,Dysthymia,B,4,,,
Binge eating disorder,Dysthymia,B,5,,,
Binge eating disorder,Dysthymia,B,6,,,
Binge eating disorder,Panic disorder,B,1,,,
Binge eating disorder,Panic disorder,B,2,,,
Binge eating disorder,Panic disorder,B,3,,,
Binge eating disorder,Panic disorder,B,4,,,
Binge eating disorder,Panic disorder,B,5,,,
Binge eating disorder,Panic disorder,B,6,,,
Binge eating disorder,GAD,B,1,,,
Binge eating disorder,GAD,B,2,,,
Binge eating disorder,GAD,B,3,,,
Binge eating disorder,GAD,B,4,,,
Binge eating disorder,GAD,B,5,,,
Binge eating disorder,GAD,B,6,0.9,0.4,2
Binge eating disorder,Social phobia,B,1,,,
Binge eating disorder,Social phobia,B,2,,,
Binge eating disorder,Social phobia,B,3,,,
Binge eating disorder,Social phobia,B,4,,,
Binge eating disorder,Social phobia,B,5,,,
Binge eating disorder,Social phobia,B,6,,,
Binge eating disorder,Specific phobia,B,1,,,
Binge eating disorder,Specific phobia,B,2,,,
Binge eating disorder,Specific phobia,B,3,,,
Binge eating disorder,Specific phobia,B,4,,,
Binge eating disorder,Specific phobia,B,5,,,
Binge eating disorder,Specific phobia,B,6,,,
Binge eating disorder,Agoraphobia,B,1,,,
Binge eating disorder,Agoraphobia,B,2,,,
Binge eating disorder,Agoraphobia,B,3,,,
Binge eating disorder,Agoraphobia,B,4,,,
Binge eating disorder,Agoraphobia,B,5,,,
Binge eating disorder,Agoraphobia,B,6,,,
Binge eating disorder,PTSD,B,1,,,
Binge eating disorder,PTSD,B,2,,,
Binge eating disorder,PTSD,B,3,,,
Binge eating disorder,PTSD,B,4,,,
Binge eating disorder,PTSD,B,5,,,
Binge eating disorder,PTSD,B,6,,,
Binge eating disorder,OCD,B,1,,,
Binge eating disorder,OCD,B,2,,,
Binge eating disorder,OCD,B,3,,,
Binge eating disorder,OCD,B,4,,,
Binge eating disorder,OCD,B,5,,,
Binge eating disorder,OCD,B,6,,,
Binge eating disorder,Adult SAD,B,1,,,
Binge eating disorder,Adult SAD,B,2,,,
Binge eating disorder,Adult SAD,B,3,,,
Binge eating disorder,Adult SAD,B,4,,,
Binge eating disorder,Adult SAD,B,5,,,
Binge eating disorder,Adult SAD,B,6,,,
Binge eating disorder,Child SAD,B,1,,,
Binge eating disorder,Child SAD,B,2,,,
Binge eating disorder,Child SAD,B,3,,,
Binge eating disorder,Child SAD,B,4,,,
Binge eating disorder,Child SAD,B,5,,,
Binge eating disorder,Child SAD,B,6,,,
Binge eating disorder,Anorexia nervosa,B,1,,,
Binge eating disorder,Anorexia nervosa,B,2,,,
Binge eating disorder,Anorexia nervosa,B,3,,,
Binge eating disorder,Anorexia nervosa,B,4,,,
Binge eating disorder,Anorexia nervosa,B,5,,,
Binge eating disorder,Anorexia nervosa,B,6,,,
Binge eating disorder,Bulimia nervosa,B,1,,,
Binge eating disorder,Bulimia nervosa,B,2,,,
Binge eating disorder,Bulimia nervosa,B,3,,,
Binge eating disorder,Bulimia nervosa,B,4,,,
Binge eating disorder,Bulimia nervosa,B,5,,,
Binge eating disorder,Bulimia nervosa,B,6,,,
Binge eating disorder,IED,B,1,,,
Binge eating disorder,IED,B,2,,,
Binge eating disorder,IED,B,3,,,
Binge eating disorder,IED,B,4,,,
Binge eating disorder,IED,B,5,,,
Binge eating disorder,IED,B,6,,,
Binge eating disorder,ADHD,B,1,,,
Binge eating disorder,ADHD,B,2,,,
Binge eating disorder,ADHD,B,3,,,
Binge eating disorder,ADHD,B,4,,,
Binge eating disorder,ADHD,B,5,,,
Binge eating disorder,ADHD,B,6,,,
Binge eating disorder,Conduct disorder,B,1,,,
Binge eating disorder,Conduct disorder,B,2,,,
Binge eating disorder,Conduct disorder,B,3,,,
Binge eating disorder,Conduct disorder,B,4,,,
Binge eating disorder,Conduct disorder,B,5,,,
Binge eating disorder,Conduct disorder,B,6,,,
Binge eating disorder,ODD,B,1,,,
Binge eating disorder,ODD,B,2,,,
Binge eating disorder,ODD,B,3,,,
Binge eating disorder,ODD,B,4,,,
Binge eating disorder,ODD,B,5,,,
Binge eating disorder,ODD,B,6,,,
Binge eating disorder,Nicotine dependence,B,1,,,
Binge eating disorder,Nicotine dependence,B,2,,,
Binge eating disorder,Nicotine dependence,B,3,2.7,1.5,4.8
Binge eating disorder,Nicotine dependence,B,4,1.4,0.7,2.4
Binge eating disorder,Nicotine dependence,B,5,,,
Binge eating disorder,Nicotine dependence,B,6,,,
Binge eating disorder,Alcohol abuse,B,1,,,
Binge eating disorder,Alcohol abuse,B,2,,,
Binge eating disorder,Alcohol abuse,B,3,2.7,1.8,4
Binge eating disorder,Alcohol abuse,B,4,1.5,0.9,2.4
Binge eating disorder,Alcohol abuse,B,5,,,
Binge eating disorder,Alcohol abuse,B,6,,,
Binge eating disorder,Alcohol dependence,B,1,,,
Binge eating disorder,Alcohol dependence,B,2,,,
Binge eating disorder,Alcohol dependence,B,3,,,
Binge eating disorder,Alcohol dependence,B,4,,,
Binge eating disorder,Alcohol dependence,B,5,,,
Binge eating disorder,Alcohol dependence,B,6,,,
Binge eating disorder,Drug abuse,B,1,,,
