Prior disorder,Later disorder,Model,Time,HR,Lower,Upper
Binge eating disorder,Drug abuse,B,2,,,
Binge eating disorder,Drug abuse,B,3,2,1,3.9
Binge eating disorder,Drug abuse,B,4,,,
Binge eating disorder,Drug abuse,B,5,,,
Binge eating disorder,Drug abuse,B,6,1.3,0.6,2.8
Binge eating disorder,Drug dependence,B,1,,,
Binge eating disorder,Drug dependence,B,2,,,
Binge eating disorder,Drug dependence,B,3,,,
Binge eating disorder,Drug dependence,B,4,,,
Binge eating disorder,Drug dependence,B,5,,,
Binge eating disorder,Drug dependence,B,6,,,
IED,MDE,A,1,120.2,109.6,131.9
IED,MDE,A,2,50.1,45.6,54.9
IED,MDE,A,3,16.2,14.8,17.7
IED,MDE,A,4,6.7,6.1,7.3
IED,MDE,A,5,4.3,3.8,4.9
IED,MDE,A,6,2.7,2.2,3.4
IED,Bipolar disorder,A,1,,,
IED,Bipolar disorder,A,2,,,
IED,Bipolar disorder,A,3,,,
IED,Bipolar disorder,A,4,,,
IED,Bipolar disorder,A,5,,,
IED,Bipolar disorder,A,6,,,
IED,Dysthymia,A,1,,,
IED,Dysthymia,A,2,,,
IED,Dysthymia,A,3,,,
IED,Dysthymia,A,4,,,
IED,Dysthymia,A,5,,,
IED,Dysthymia,A,6,,,
IED,Panic disorder,A,1,,,
IED,Panic disorder,A,2,,,
IED,Panic disorder,A,3,,,
IED,Panic disorder,A,4,,,
IED,Panic disorder,A,5,,,
IED,Panic disorder,A,6,,,
IED,GAD,A,1,,,
IED,GAD,A,2,,,
IED,GAD,A,3,,,
IED,GAD,A,4,10.9,9.4,12.7
IED,GAD,A,5,6.6,5.5,7.8
IED,GAD,A,6,4.5,3.4,5.8
IED,Social phobia,A,1,,,
IED,Social phobia,A,2,,,
IED,Social phobia,A,3,16,14.2,18
IED,Social phobia,A,4,,,
IED,Social phobia,A,5,,,
IED,Social phobia,A,6,,,
IED,Specific phobia,A,1,,,
IED,Specific phobia,A,2,,,
IED,Specific phobia,A,3,,,
IED,Specific phobia,A,4,,,
IED,Specific phobia,A,5,,,
IED,Specific phobia,A,6,,,
IED,Agoraphobia,A,1,,,
IED,Agoraphobia,A,2,,,
IED,Agoraphobia,A,3,,,
IED,Agoraphobia,A,4,,,
IED,Agoraphobia,A,5,,,
IED,Agoraphobia,A,6,,,
IED,PTSD,A,1,,,
IED,PTSD,A,2,,,
IED,PTSD,A,3,,,
IED,PTSD,A,4,7.7,6.4,9.3
IED,PTSD,A,5,,,
IED,PTSD,A,6,4.6,3.2,6.6
IED,OCD,A,1,,,
IED,OCD,A,2,,,
IED,OCD,A,3,,,
IED,OCD,A,4,,,
IED,OCD,A,5,,,
IED,OCD,A,6,,,
IED,Adult SAD,A,1,,,
IED,Adult SAD,A,2,,,
IED,Adult SAD,A,3,13.6,11.6,15.9
IED,Adult SAD,A,4,6.6,5.4,8
IED,Adult SAD,A,5,4.6,3.6,5.8
IED,Adult SAD,A,6,4.4,3,6.4
IED,Child SAD,A,1,,,
IED,Child SAD,A,2,,,
IED,Child SAD,A,3,,,
IED,Child SAD,A,4,,,
IED,Child SAD,A,5,,,
IED,Child SAD,A,6,,,
IED,Anorexia nervosa,A,1,,,
IED,Anorexia nervosa,A,2,,,
IED,Anorexia nervosa,A,3,,,
IED,Anorexia nervosa,A,4,,,
IED,Anorexia nervosa,A,5,,,
IED,Anorexia nervosa,A,6,,,
IED,Bulimia nervosa,A,1,,,
IED,Bulimia nervosa,A,2,,,
IED,Bulimia nervosa,A,3,,,
IED,Bulimia nervosa,A,4,,,
IED,Bulimia nervosa,A,5,,,
IED,Bulimia nervosa,A,6,,,
IED,Binge eating disorder,A,1,,,
IED,Binge eating disorder,A,2,,,
IED,Binge eating disorder,A,3,,,
IED,Binge eating disorder,A,4,,,
IED,Binge eating disorder,A,5,,,
IED,Binge eating disorder,A,6,,,
IED,ADHD,A,1,,,
IED,ADHD,A,2,,,
IED,ADHD,A,3,,,
IED,ADHD,A,4,,,
IED,ADHD,A,5,,,
IED,ADHD,A,6,,,
IED,Conduct disorder,A,1,,,
IED,Conduct disorder,A,2,,,
IED,Conduct disorder,A,3,,,
IED,Conduct disorder,A,4,,,
IED,Conduct disorder,A,5,,,
IED,Conduct disorder,A,6,,,
IED,ODD,A,1,,,
IED,ODD,A,2,,,
IED,ODD,A,3,,,
IED,ODD,A,4,,,
IED,ODD,A,5,,,
IED,ODD,A,6,,,
IED,Nicotine dependence,A,1,,,
IED,Nicotine dependence,A,2,,,
IED,Nicotine dependence,A,3,13.2,11.7,14.9
IED,Nicotine dependence,A,4,5.6,4.9,6.4
IED,Nicotine dependence,A,5,3,2.5,3.7
IED,Nicotine dependence,A,6,1.7,1.3,2.3
IED,Alcohol abuse,A,1,104.1,90.9,119.2
IED,Alcohol abuse,A,2,44.5,39,50.7
IED,Alcohol abuse,A,3,14.1,12.3,16.2
IED,Alcohol abuse,A,4,6.3,5.5,7.2
IED,Alcohol abuse,A,5,4.6,3.9,5.3
IED,Alcohol abuse,A,6,3.3,2.6,4.2
IED,Alcohol dependence,A,1,,,
IED,Alcohol dependence,A,2,,,
IED,Alcohol dependence,A,3,19.8,16.9,23.2
IED,Alcohol dependence,A,4,9.6,8.1,11.3
IED,Alcohol dependence,A,5,7,5.8,8.6
IED,Alcohol dependence,A,6,4.3,3.1,6.1
IED,Drug abuse,A,1,,,
IED,Drug abuse,A,2,,,
IED,Drug abuse,A,3,11.5,9.5,13.8
IED,Drug abuse,A,4,4.5,3.6,5.6
IED,Drug abuse,A,5,,,
IED,Drug abuse,A,6,,,
IED,Drug dependence,A,1,,,
IED,Drug dependence,A,2,,,
IED,Drug dependence,A,3,,,
IED,Drug dependence,A,4,,,
IED,Drug dependence,A,5,,,
IED,Drug dependence,A,6,,,
IED,MDE,B,1,76.4,66.2,88.3
IED,MDE,B,2,30.8,26.6,35.8
IED,MDE,B,3,9.8,8.4,11.4
IED,MDE,B,4,4,3.3,4.8
IED,MDE,B,5,2.6,2.2,3.2
IED,MDE,B,6,1.8,1.4,2.2
IED,Bipolar disorder,B,1,,,
IED,Bipolar disorder,B,2,,,
IED,Bipolar disorder,B,3,,,
IED,Bipolar disorder,B,4,,,
IED,Bipolar disorder,B,5,,,
IED,Bipolar disorder,B,6,,,
IED,Dysthymia,B,1,,,
IED,Dysthymia,B,2,,,
IED,Dysthymia,B,3,,,
IED,Dysthymia,B,4,,,
IED,Dysthymia,B,5,,,
IED,Dysthymia,B,6,,,
IED,Panic disorder,B,1,,,
IED,Panic disorder,B,2,,,
IED,Panic disorder,B,3,,,
IED,Panic disorder,B,4,,,
IED,Panic disorder,B,5,,,
IED,Panic disorder,B,6,,,
IED,GAD,B,1,,,
IED,GAD,B,2,,,
IED,GAD,B,3,,,
IED,GAD,B,4,6.2,4.6,8.5
IED,GAD,B,5,3.9,2.9,5.2
IED,GAD,B,6,2.8,1.9,4.2
IED,Social phobia,B,1,,,
IED,Social phobia,B,2,,,
IED,Social phobia,B,3,6.7,5.2,8.5
IED,Social phobia,B,4,,,
IED,Social phobia,B,5,,,
IED,Social phobia,B,6,,,
IED,Specific phobia,B,1,,,
IED,Specific phobia,B,2,,,
IED,Specific phobia,B,3,,,
IED,Specific phobia,B,4,,,
IED,Specific phobia,B,5,,,
IED,Specific phobia,B,6,,,
IED,Agoraphobia,B,1,,,
IED,Agoraphobia,B,2,,,
IED,Agoraphobia,B,3,,,
IED,Agoraphobia,B,4,,,
IED,Agoraphobia,B,5,,,
IED,Agoraphobia,B,6,,,
IED,PTSD,B,1,,,
IED,PTSD,B,2,,,
IED,PTSD,B,3,,,
IED,PTSD,B,4,3.1,2.1,4.5
IED,PTSD,B,5,,,
IED,PTSD,B,6,2.4,1.4,4
IED,OCD,B,1,,,
IED,OCD,B,2,,,
IED,OCD,B,3,,,
IED,OCD,B,4,,,
IED,OCD,B,5,,,
IED,OCD,B,6,,,
IED,Adult SAD,B,1,,,
IED,Adult SAD,B,2,,,
IED,Adult SAD,B,3,4.1,2.8,5.8
IED,Adult SAD,B,4,1.9,1.3,2.8
IED,Adult SAD,B,5,1.3,0.8,2
IED,Adult SAD,B,6,1.7,1,3
IED,Child SAD,B,1,,,
IED,Child SAD,B,2,,,
IED,Child SAD,B,3,,,
IED,Child SAD,B,4,,,
IED,Child SAD,B,5,,,
IED,Child SAD,B,6,,,
IED,Anorexia nervosa,B,1,,,
IED,Anorexia nervosa,B,2,,,
IED,Anorexia nervosa,B,3,,,
IED,Anorexia nervosa,B,4,,,
IED,Anorexia nervosa,B,5,,,
IED,Anorexia nervosa,B,6,,,
IED,Bulimia nervosa,B,1,,,
IED,Bulimia nervosa,B,2,,,
IED,Bulimia nervosa,B,3,,,
IED,Bulimia nervosa,B,4,,,
IED,Bulimia nervosa,B,5,,,
IED,Bulimia nervosa,B,6,,,
IED,Binge eating disorder,B,1,,,
IED,Binge eating disorder,B,2,,,
IED,Binge eating disorder,B,3,,,
IED,Binge eating disorder,B,4,,,
IED,Binge eating disorder,B,5,,,
IED,Binge eating disorder,B,6,,,
IED,ADHD,B,1,,,
IED,ADHD,B,2,,,
IED,ADHD,B,3,,,
IED,ADHD,B,4,,,
IED,ADHD,B,5,,,
IED,ADHD,B,6,,,
IED,Conduct disorder,B,1,,,
IED,Conduct disorder,B,2,,,
IED,Conduct disorder,B,3,,,
IED,Conduct disorder,B,4,,,
IED,Conduct disorder,B,5,,,
IED,Conduct disorder,B,6,,,
IED,ODD,B,1,,,
IED,ODD,B,2,,,
IED,ODD,B,3,,,
IED,ODD,B,4,,,
IED,ODD,B,5,,,
IED,ODD,B,6,,,
IED,Nicotine dependence,B,1,,,
IED,Nicotine dependence,B,2,,,
IED,Nicotine dependence,B,3,8.3,6.8,10.3
IED,Nicotine dependence,B,4,3.5,2.7,4.4
IED,Nicotine dependence,B,5,2,1.5,2.6
IED,Nicotine dependence,B,6,1.2,0.9,1.7
IED,Alcohol abuse,B,1,72.8,60.9,86.9
IED,Alcohol abuse,B,2,30.7,25.8,36.5
IED,Alcohol abuse,B,3,9.5,7.9,11.4
IED,Alcohol abuse,B,4,4,3.2,4.9
IED,Alcohol abuse,B,5,3,2.4,3.7
IED,Alcohol abuse,B,6,2.5,1.9,3.2
IED,Alcohol dependence,B,1,,,
IED,Alcohol dependence,B,2,,,
IED,Alcohol dependence,B,3,9.2,6.7,12.6
IED,Alcohol dependence,B,4,4.3,3.1,6.1
IED,Alcohol dependence,B,5,3.5,2.5,5
IED,Alcohol dependence,B,6,2.7,1.8,4.1
IED,Drug abuse,B,1,,,
IED,Drug abuse,B,2,,,
IED,Drug abuse,B,3,4.2,2.9,6.2
IED,Drug abuse,B,4,1.5,0.9,2.3
IED,Drug abuse,B,5,,,
IED,Drug abuse,B,6,,,
IED,Drug dependence,B,1,,,
IED,Drug dependence,B,2,,,
IED,Drug dependence,B,3,,,
IED,Drug dependence,B,4,,,
IED,Drug dependence,B,5,,,
IED,Drug dependence,B,6,,,
ADHD,MDE,A,1,,,
ADHD,MDE,A,2,,,
ADHD,MDE,A,3,123.2,103.2,147
ADHD,MDE,A,4,14.7,12.8,17
ADHD,MDE,A,5,5.2,4.5,5.8
ADHD,MDE,A,6,4,3.3,5
ADHD,Bipolar disorder,A,1,,,
ADHD,Bipolar disorder,A,2,,,
ADHD,Bipolar disorder,A,3,17.9,14.5,22
ADHD,Bipolar disorder,A,4,8.9,7,11.3
ADHD,Bipolar disorder,A,5,12.9,8.8,18.8
ADHD,Bipolar disorder,A,6,,,
ADHD,Dysthymia,A,1,,,
ADHD,Dysthymia,A,2,,,
ADHD,Dysthymia,A,3,,,
ADHD,Dysthymia,A,4,,,
ADHD,Dysthymia,A,5,,,
ADHD,Dysthymia,A,6,6.3,4.2,9.5
ADHD,Panic disorder,A,1,,,
ADHD,Panic disorder,A,2,,,
ADHD,Panic disorder,A,3,,,
ADHD,Panic disorder,A,4,,,
ADHD,Panic disorder,A,5,,,
ADHD,Panic disorder,A,6,4.8,3.3,7
ADHD,GAD,A,1,,,
ADHD,GAD,A,2,,,
ADHD,GAD,A,3,,,
ADHD,GAD,A,4,21.6,17.6,26.6
ADHD,GAD,A,5,5.8,4.8,6.9
ADHD,GAD,A,6,3.7,2.6,5.3
ADHD,Social phobia,A,1,,,
ADHD,Social phobia,A,2,,,
ADHD,Social phobia,A,3,100.4,83.5,120.8
ADHD,Social phobia,A,4,15.1,12.7,17.8
ADHD,Social phobia,A,5,,,
ADHD,Social phobia,A,6,,,
ADHD,Specific phobia,A,1,,,
ADHD,Specific phobia,A,2,,,
ADHD,Specific phobia,A,3,,,
ADHD,Specific phobia,A,4,,,
ADHD,Specific phobia,A,5,,,
ADHD,Specific phobia,A,6,,,
ADHD,Agoraphobia,A,1,,,
ADHD,Agoraphobia,A,2,,,
ADHD,Agoraphobia,A,3,,,
ADHD,Agoraphobia,A,4,,,
ADHD,Agoraphobia,A,5,,,
ADHD,Agoraphobia,A,6,,,
ADHD,PTSD,A,1,,,
ADHD,PTSD,A,2,,,
ADHD,PTSD,A,3,,,
ADHD,PTSD,A,4,19.2,14.8,25
ADHD,PTSD,A,5,5.6,4.2,7.6
ADHD,PTSD,A,6,5.9,4.3,8
ADHD,OCD,A,1,,,
ADHD,OCD,A,2,,,
ADHD,OCD,A,3,,,
ADHD,OCD,A,4,,,
ADHD,OCD,A,5,,,
ADHD,OCD,A,6,,,
ADHD,Adult SAD,A,1,,,
ADHD,Adult SAD,A,2,,,
ADHD,Adult SAD,A,3,,,
ADHD,Adult SAD,A,4,15.6,12.4,19.5
ADHD,Adult SAD,A,5,6.7,5.2,8.6
ADHD,Adult SAD,A,6,6.8,4.5,10.2
ADHD,Child SAD,A,1,,,
ADHD,Child SAD,A,2,,,
ADHD,Child SAD,A,3,,,
ADHD,Child SAD,A,4,,,
ADHD,Child SAD,A,5,,,
ADHD,Child SAD,A,6,,,
ADHD,Anorexia nervosa,A,1,,,
ADHD,Anorexia nervosa,A,2,,,
ADHD,Anorexia nervosa,A,3,,,
ADHD,Anorexia nervosa,A,4,,,
ADHD,Anorexia nervosa,A,5,,,
ADHD,Anorexia nervosa,A,6,,,
ADHD,Bulimia nervosa,A,1,,,
ADHD,Bulimia nervosa,A,2,,,
ADHD,Bulimia nervosa,A,3,,,
ADHD,Bulimia nervosa,A,4,,,
ADHD,Bulimia nervosa,A,5,,,
ADHD,Bulimia nervosa,A,6,,,
ADHD,Binge eating disorder,A,1,,,
ADHD,Binge eating disorder,A,2,,,
ADHD,Binge eating disorder,A,3,,,
ADHD,Binge eating disorder,A,4,,,
ADHD,Binge eating disorder,A,5,,,
ADHD,Binge eating disorder,A,6,,,
ADHD,IED,A,1,,,
ADHD,IED,A,2,,,
ADHD,IED,A,3,,,
ADHD,IED,A,4,11.6,9.3,14.6
ADHD,IED,A,5,,,
ADHD,IED,A,6,,,
ADHD,Conduct disorder,A,1,,,
ADHD,Conduct disorder,A,2,,,
ADHD,Conduct disorder,A,3,72.1,57.4,90.6
ADHD,Conduct disorder,A,4,19.2,14.9,24.7
ADHD,Conduct disorder,A,5,,,
ADHD,Conduct disorder,A,6,,,
ADHD,ODD,A,1,,,
ADHD,ODD,A,2,,,
ADHD,ODD,A,3,76.6,61.6,95.1
ADHD,ODD,A,4,22.5,18,28.2
ADHD,ODD,A,5,,,
ADHD,ODD,A,6,,,
ADHD,Nicotine dependence,A,1,,,
ADHD,Nicotine dependence,A,2,,,
ADHD,Nicotine dependence,A,3,,,
ADHD,Nicotine dependence,A,4,10.1,8.3,12.2
ADHD,Nicotine dependence,A,5,2.9,2.4,3.5
ADHD,Nicotine dependence,A,6,2.3,1.8,3.1
ADHD,Alcohol abuse,A,1,,,
ADHD,Alcohol abuse,A,2,,,
ADHD,Alcohol abuse,A,3,,,
ADHD,Alcohol abuse,A,4,10,8.5,11.7
ADHD,Alcohol abuse,A,5,3.6,2.8,4.5
ADHD,Alcohol abuse,A,6,4.1,3.2,5.4
ADHD,Alcohol dependence,A,1,,,
ADHD,Alcohol dependence,A,2,,,
ADHD,Alcohol dependence,A,3,,,
ADHD,Alcohol dependence,A,4,15,12.1,18.6
ADHD,Alcohol dependence,A,5,5.4,4.2,7
ADHD,Alcohol dependence,A,6,5.3,3.5,8
ADHD,Drug abuse,A,1,,,
ADHD,Drug abuse,A,2,,,
ADHD,Drug abuse,A,3,,,
ADHD,Drug abuse,A,4,9.5,7.7,11.6
ADHD,Drug abuse,A,5,3.6,2.8,4.5
ADHD,Drug abuse,A,6,,,
ADHD,Drug dependence,A,1,,,
ADHD,Drug dependence,A,2,,,
ADHD,Drug dependence,A,3,,,
ADHD,Drug dependence,A,4,,,
ADHD,Drug dependence,A,5,6.3,4.7,8.6
ADHD,Drug dependence,A,6,,,
ADHD,MDE,B,1,,,
ADHD,MDE,B,2,,,
ADHD,MDE,B,3,92.3,72.1,118.2
ADHD,MDE,B,4,11.2,9.3,13.6
ADHD,MDE,B,5,3.6,3,4.4
ADHD,MDE,B,6,3.1,2.5,4
ADHD,Bipolar disorder,B,1,,,
ADHD,Bipolar disorder,B,2,,,
ADHD,Bipolar disorder,B,3,13.8,10,19.1
ADHD,Bipolar disorder,B,4,6.2,4.1,9.3
ADHD,Bipolar disorder,B,5,10.3,6.4,16.7
ADHD,Bipolar disorder,B,6,,,
ADHD,Dysthymia,B,1,,,
ADHD,Dysthymia,B,2,,,
ADHD,Dysthymia,B,3,,,
ADHD,Dysthymia,B,4,,,
ADHD,Dysthymia,B,5,,,
ADHD,Dysthymia,B,6,3.6,1.9,6.7
ADHD,Panic disorder,B,1,,,
ADHD,Panic disorder,B,2,,,
ADHD,Panic disorder,B,3,,,
ADHD,Panic disorder,B,4,,,
ADHD,Panic disorder,B,5,,,
ADHD,Panic disorder,B,6,3.6,2.2,5.9
ADHD,GAD,B,1,,,
ADHD,GAD,B,2,,,
ADHD,GAD,B,3,,,
ADHD,GAD,B,4,14.9,10.6,21
ADHD,GAD,B,5,3.9,2.7,5.6
ADHD,GAD,B,6,2.8,1.7,4.4
ADHD,Social phobia,B,1,,,
ADHD,Social phobia,B,2,,,
ADHD,Social phobia,B,3,73.5,57.3,94.3
ADHD,Social phobia,B,4,10.8,8.7,13.5
ADHD,Social phobia,B,5,,,
ADHD,Social phobia,B,6,,,
ADHD,Specific phobia,B,1,,,
ADHD,Specific phobia,B,2,,,
ADHD,Specific phobia,B,3,,,
ADHD,Specific phobia,B,4,,,
ADHD,Specific phobia,B,5,,,
ADHD,Specific phobia,B,6,,,
ADHD,Agoraphobia,B,1,,,
ADHD,Agoraphobia,B,2,,,
ADHD,Agoraphobia,B,3,,,
ADHD,Agoraphobia,B,4,,,
ADHD,Agoraphobia,B,5,,,
ADHD,Agoraphobia,B,6,,,
ADHD,PTSD,B,1,,,
ADHD,PTSD,B,2,,,
ADHD,PTSD,B,3,,,
ADHD,PTSD,B,4,13,8.6,19.8
ADHD,PTSD,B,5,3.5,2.3,5.5
ADHD,PTSD,B,6,3.3,2.1,5.2
ADHD,OCD,B,1,,,
ADHD,OCD,B,2,,,
ADHD,OCD,B,3,,,
ADHD,OCD,B,4,,,
ADHD,OCD,B,5,,,
ADHD,OCD,B,6,,,
ADHD,Adult SAD,B,1,,,
ADHD,Adult SAD,B,2,,,
ADHD,Adult SAD,B,3,,,
ADHD,Adult SAD,B,4,9.4,6.7,13.1
ADHD,Adult SAD,B,5,3.6,2.5,5.4
ADHD,Adult SAD,B,6,3,1.5,5.9
ADHD,Child SAD,B,1,,,
ADHD,Child SAD,B,2,,,
ADHD,Child SAD,B,3,,,
ADHD,Child SAD,B,4,,,
ADHD,Child SAD,B,5,,,
ADHD,Child SAD,B,6,,,
ADHD,Anorexia nervosa,B,1,,,
ADHD,Anorexia nervosa,B,2,,,
ADHD,Anorexia nervosa,B,3,,,
ADHD,Anorexia nervosa,B,4,,,
ADHD,Anorexia nervosa,B,5,,,
ADHD,Anorexia nervosa,B,6,,,
ADHD,Bulimia nervosa,B,1,,,
ADHD,Bulimia nervosa,B,2,,,
ADHD,Bulimia nervosa,B,3,,,
ADHD,Bulimia nervosa,B,4,,,
ADHD,Bulimia nervosa,B,5,,,
ADHD,Bulimia nervosa,B,6,,,
ADHD,Binge eating disorder,B,1,,,
ADHD,Binge eating disorder,B,2,,,
ADHD,Binge eating disorder,B,3,,,
ADHD,Binge eating disorder,B,4,,,
ADHD,Binge eating disorder,B,5,,,
ADHD,Binge eating disorder,B,6,,,
ADHD,IED,B,1,,,
ADHD,IED,B,2,,,
ADHD,IED,B,3,,,
ADHD,IED,B,4,9.6,7.1,13
ADHD,IED,B,5,,,
ADHD,IED,B,6,,,
ADHD,Conduct disorder,B,1,,,
ADHD,Conduct disorder,B,2,,,
ADHD,Conduct disorder,B,3,49.1,34.4,69.9
ADHD,Conduct disorder,B,4,13.7,9.8,19.2
ADHD,Conduct disorder,B,5,,,
ADHD,Conduct disorder,B,6,,,
ADHD,ODD,B,1,,,
ADHD,ODD,B,2,,,
ADHD,ODD,B,3,55.7,39.9,77.6
ADHD,ODD,B,4,16.6,12.5,22.2
ADHD,ODD,B,5,,,
ADHD,ODD,B,6,,,
ADHD,Nicotine dependence,B,1,,,
ADHD,Nicotine dependence,B,2,,,
ADHD,Nicotine dependence,B,3,,,
ADHD,Nicotine dependence,B,4,7.6,5.7,10.2
ADHD,Nicotine dependence,B,5,2,1.4,2.8
ADHD,Nicotine dependence,B,6,1.7,1.2,2.6
ADHD,Alcohol abuse,B,1,,,
ADHD,Alcohol abuse,B,2,,,
ADHD,Alcohol abuse,B,3,,,
ADHD,Alcohol abuse,B,4,8.4,6.7,10.4
ADHD,Alcohol abuse,B,5,2.7,2,3.7
ADHD,Alcohol abuse,B,6,2.9,2,4.4
ADHD,Alcohol dependence,B,1,,,
ADHD,Alcohol dependence,B,2,,,
ADHD,Alcohol dependence,B,3,,,
ADHD,Alcohol dependence,B,4,9.7,6.6,14.3
ADHD,Alcohol dependence,B,5,3.2,2.1,5
ADHD,Alcohol dependence,B,6,2.8,1.3,5.9
ADHD,Drug abuse,B,1,,,
ADHD,Drug abuse,B,2,,,
ADHD,Drug abuse,B,3,,,
ADHD,Drug abuse,B,4,7.1,5.1,9.8
ADHD,Drug abuse,B,5,2.5,1.7,3.7
ADHD,Drug abuse,B,6,,,
ADHD,Drug dependence,B,1,,,
ADHD,Drug dependence,B,2,,,
ADHD,Drug dependence,B,3,,,
ADHD,Drug dependence,B,4,,,
ADHD,Drug dependence,B,5,3.3,1.9,5.7
ADHD,Drug dependence,B,6,,,
Conduct disorder,MDE,A,1,,,
Conduct disorder,MDE,A,2,,,
Conduct disorder,MDE,A,3,31.3,25.6,38.3
Conduct disorder,MDE,A,4,8.8,7.6,10.2
Conduct disorder,MDE,A,5,4.2,3.6,5
Conduct disorder,MDE,A,6,3.2,2.1,4.8
Conduct disorder,Bipolar disorder,A,1,,,
Conduct disorder,Bipolar disorder,A,2,,,
Conduct disorder,Bipolar disorder,A,3,,,
Conduct disorder,Bipolar disorder,A,4,,,
Conduct disorder,Bipolar disorder,A,5,,,
Conduct disorder,Bipolar disorder,A,6,,,
Conduct disorder,Dysthymia,A,1,,,
Conduct disorder,Dysthymia,A,2,,,
Conduct disorder,Dysthymia,A,3,,,
Conduct disorder,Dysthymia,A,4,,,
Conduct disorder,Dysthymia,A,5,,,
Conduct disorder,Dysthymia,A,6,,,
Conduct disorder,Panic disorder,A,1,,,
Conduct disorder,Panic disorder,A,2,,,
Conduct disorder,Panic disorder,A,3,,,
Conduct disorder,Panic disorder,A,4,,,
Conduct disorder,Panic disorder,A,5,,,
Conduct disorder,Panic disorder,A,6,,,
Conduct disorder,GAD,A,1,,,
Conduct disorder,GAD,A,2,,,
Conduct disorder,GAD,A,3,,,
Conduct disorder,GAD,A,4,12.8,10.5,15.6
Conduct disorder,GAD,A,5,,,
Conduct disorder,GAD,A,6,3.1,2,4.8
Conduct disorder,Social phobia,A,1,,,
Conduct disorder,Social phobia,A,2,,,
Conduct disorder,Social phobia,A,3,,,
Conduct disorder,Social phobia,A,4,,,
Conduct disorder,Social phobia,A,5,,,
Conduct disorder,Social phobia,A,6,,,
Conduct disorder,Specific phobia,A,1,,,
Conduct disorder,Specific phobia,A,2,,,
Conduct disorder,Specific phobia,A,3,,,
Conduct disorder,Specific phobia,A,4,,,
Conduct disorder,Specific phobia,A,5,,,
Conduct disorder,Specific phobia,A,6,,,
Conduct disorder,Agoraphobia,A,1,,,
Conduct disorder,Agoraphobia,A,2,,,
Conduct disorder,Agoraphobia,A,3,,,
Conduct disorder,Agoraphobia,A,4,,,
Conduct disorder,Agoraphobia,A,5,,,
Conduct disorder,Agoraphobia,A,6,,,
Conduct disorder,PTSD,A,1,,,
Conduct disorder,PTSD,A,2,,,
Conduct disorder,PTSD,A,3,,,
Conduct disorder,PTSD,A,4,,,
Conduct disorder,PTSD,A,5,,,
Conduct disorder,PTSD,A,6,,,
Conduct disorder,OCD,A,1,,,
Conduct disorder,OCD,A,2,,,
Conduct disorder,OCD,A,3,,,
Conduct disorder,OCD,A,4,,,
Conduct disorder,OCD,A,5,,,
Conduct disorder,OCD,A,6,,,
Conduct disorder,Adult SAD,A,1,,,
Conduct disorder,Adult SAD,A,2,,,
Conduct disorder,Adult SAD,A,3,30.8,24.9,38.1
Conduct disorder,Adult SAD,A,4,13,10.5,16
Conduct disorder,Adult SAD,A,5,,,
Conduct disorder,Adult SAD,A,6,9.8,6.4,15
Conduct disorder,Child SAD,A,1,,,
Conduct disorder,Child SAD,A,2,,,
Conduct disorder,Child SAD,A,3,,,
Conduct disorder,Child SAD,A,4,,,
Conduct disorder,Child SAD,A,5,,,
Conduct disorder,Child SAD,A,6,,,
Conduct disorder,Anorexia nervosa,A,1,,,
Conduct disorder,Anorexia nervosa,A,2,,,
Conduct disorder,Anorexia nervosa,A,3,,,
Conduct disorder,Anorexia nervosa,A,4,,,
Conduct disorder,Anorexia nervosa,A,5,,,
Conduct disorder,Anorexia nervosa,A,6,,,
Conduct disorder,Bulimia nervosa,A,1,,,
Conduct disorder,Bulimia nervosa,A,2,,,
Conduct disorder,Bulimia nervosa,A,3,,,
Conduct disorder,Bulimia nervosa,A,4,,,
Conduct disorder,Bulimia nervosa,A,5,,,
Conduct disorder,Bulimia nervosa,A,6,,,
Conduct disorder,Binge eating disorder,A,1,,,
Conduct disorder,Binge eating disorder,A,2,,,
Conduct disorder,Binge eating disorder,A,3,,,
Conduct disorder,Binge eating disorder,A,4,,,
Conduct disorder,Binge eating disorder,A,5,,,
Conduct disorder,Binge eating disorder,A,6,,,
Conduct disorder,IED,A,1,,,
Conduct disorder,IED,A,2,,,
Conduct disorder,IED,A,3,21.8,16.9,28.1
Conduct disorder,IED,A,4,,,
Conduct disorder,IED,A,5,,,
Conduct disorder,IED,A,6,,,
Conduct disorder,ADHD,A,1,,,
Conduct disorder,ADHD,A,2,,,
Conduct disorder,ADHD,A,3,,,
Conduct disorder,ADHD,A,4,,,
Conduct disorder,ADHD,A,5,,,
Conduct disorder,ADHD,A,6,,,
Conduct disorder,ODD,A,1,,,
Conduct disorder,ODD,A,2,,,
Conduct disorder,ODD,A,3,38.7,30.6,48.9
Conduct disorder,ODD,A,4,,,
Conduct disorder,ODD,A,5,,,
Conduct disorder,ODD,A,6,,,
Conduct disorder,Nicotine dependence,A,1,,,
Conduct disorder,Nicotine dependence,A,2,,,
Conduct disorder,Nicotine dependence,A,3,28.1,22.5,35.1
Conduct disorder,Nicotine dependence,A,4,8.5,7.3,9.9
Conduct disorder,Nicotine dependence,A,5,3.4,2.7,4.1
Conduct disorder,Nicotine dependence,A,6,2.4,1.7,3.5
Conduct disorder,Alcohol abuse,A,1,,,
Conduct disorder,Alcohol abuse,A,2,,,
